WASP20b,WASP-20,1307066520,204,5.160559,-23.935728,4.8996284,0.01164,10.68,WASP-20 b
WASP21b,WASP-21,1223032781,201,347.492721,18.396086,4.322482,0.01082,11.58,WASP-21 b
WASP28b,WASP-28,1270325181,194,353.616152,-1.580064,3.40883,0.013,12.03,WASP-28 b
WASP31b,WASP-31,1261883539,158,169.439021,-19.054773,3.4059096,0.01615,11.7,WASP-31 b
WASP37b,WASP-37,1274491031,187,221.943987,1.064966,3.577469,0.01427,12.704,WASP-37 b
WASP39b,WASP-39,1274867459,168,217.326702,-3.444534,4.055259,0.0211,12.11,WASP-39 b
WASP43b,WASP-43,1290932086,69,154.908372,-9.806276,0.813475,0.0255,12.4,WASP-43 b
WASP44b,WASP-44,1282766043,134,3.903165,-11.938115,2.4238039,0.01588,12.9,WASP-44 b
WASP5b,WASP-5,1191148989,142,359.348991,-41.277149,1.6284279,0.0118,12.3,WASP-5 b
WASP52b,WASP-52,1313810818,108,348.494748,8.761262,1.7497798,0.0271,12,WASP-52 b
WASP59b,WASP-59,1317030157,146,349.623126,24.88929,7.919585,0.0169,13,WASP-59 b
WASP64b,WASP-64,1295572466,143,101.115041,-32.858402,1.5732918,0.01522,12.29,WASP-64 b
WASP65b,WASP-65,1341198496,164,133.324304,8.523038,2.3114243,0.0128,11.9,WASP-65 b
WASP70Ab,WASP-70 A,1308867900,200,315.476951,-13.433218,3.7130203,0.0097,10.79,WASP-70 A b
WASP75b,WASP-75,1333041909,118,342.385707,-10.67556,2.484193,0.0107,11.45,WASP-75 b
WASP76b,WASP-76,1340952030,221,26.632746,2.700539,1.809886,0.01189,9.5,WASP-76 b
WASP80b,WASP-80,1373749685,127,303.167407,-2.144208,3.06785234,0.02937,11.87,WASP-80 b
WASP83b,WASP-83,1325489633,201,190.152085,-19.284243,4.971252,0.0104,12.9,WASP-83 b
WASP84b,WASP-84,1183554596,164,131.107099,1.860033,8.5234865,0.01678,10.83,WASP-84 b
WASP85Ab,WASP-85 A,1404856982,155,175.908386,6.563726,2.6556777,0.0187,10.72,WASP-85 A b
WASP89b,WASP-89,1349522198,147,313.899962,-18.971106,3.3564227,0.0149,13.1,WASP-89 b
WASP90b,WASP-90,1351986682,201,315.531971,7.056235,3.916243,0.0071,11.7,WASP-90 b
WASP91b,WASP-91,1357358705,140,357.845367,-70.152832,2.798581,0.015,12,WASP-91 b
WASP92b,WASP-92,1364577905,166,246.692108,51.041115,2.1746742,0.01254,13.18,WASP-92 b
WASP93b,WASP-93,1338510325,134,9.458792,51.288761,2.7325321,0.01097,10.97,WASP-93 b
XO5b,XO-5,1406311023,187,116.716527,39.094578,4.1877558,0.0108,12.13,XO-5 b
EPIC201182911,EPIC 201182911,1401714108,135,172.710419,-4.507613,0.99656225,0.355,16.341,EPIC 201182911
EPIC201205469,EPIC 201205469,1401909847,128,169.117142,-3.97544,3.471285,0.00638,15.596,EPIC 201205469
EPIC201270176,EPIC 201270176,1402337898,185,170.132599,-2.902582,1.57771549,0.01823,12.751,EPIC 201270176
EPIC201270176,EPIC 201270176,1401656062,181,170.132599,-2.902582,1.5778643,0.00891,12.751,EPIC 201270176
